review_text,sentiment
I would give no stars if I could. Intense burning within a few minutes. I removed and washed my face. Still having burning after washing. I hope I don’t have the same results as others. Wish I would have read the reviews. Also you can not return this product.,0
The red isn’t red it’s pink and the white is mainly a light pink that’s the only thing I’m disappointed in I love the other other ones in this batch! Considering the money they cost I’m pretty happy! Is the red white and blue was actually red white and blue I would of given a higher rating,0
Bottles are small.  Polish is a weird texture.  Brushes are stubby.  I like the idea of this polish and have tried others with similar results.  The red colors are thin and the dark colors are thick.  Lasts for weeks on my toenails.  Chips and peels within a day on my fingernails.  I wish they could get the consistency right and fix the application brushes.  I guess they would be good for littles who like to peel polish and its supposed to be non-toxic.  There is no smell which is nice.,0
These didn't shave off most times I used it. When I did get it to work it would only do an extremely thin layer. The razor also broke on the first use. When I contacted the company they wouldn't give a refund. Maybe I just got a dud.,0
Not as helpful as I thought it would be.,0
Beautiful colors in perfect condition.,1
Love these!,1
My Favorite scent from Bath and Body Works.  Bath and Body Works only sells it at Christmas time. So glad to see it on Amazon.,1
Product was absolutely just fine as you could buy it at the store but with this product being priced so high that’s the reason why I gave it three stars.  Convenient to be able to order but Price was not in line.,0
"I've wanted a bottle holder like this for years and was happy to find this.  Sturdy, sitting on  paper plate - holds round, oblong bottles; the material is flexible and should hold most bottles.  Sure is easier doing my nails, not having to hold the bottle in one hand or being afraid of it spilling if I put the bottle down.",1
"complete crap. sure, the tools &#34;look cool&#34; and its a great price. all the tools are super dull. the fingernail clippers bend the nail as it cuts. the mini scissors rip your hair out, not cut them. I contacted the seller at their request, and they told me, &#34;well, you got your product on time, you can deal with Amazon now&#34;.",0
"This is lovely, light cream and goes very well over the skin whitening repair. I use jit nightly.  I also use the eye cream at night.  Wish they had an eye gel as well since most creams seem to make my mascara run.",1
Excellent quality product,1
I left it on for more than 20 mins and all my hair is falling out. It works but it should have come with instructions and did not. I don't believe it is for black person's hair.,0
Best of best！,1
Product works well,1
"Loved it at first but after about 2 to 3 months of use, one day after rinsing, the bristles separated from the base altogether. Put it in my draw and started using the cheapo pigs hair brush I got from a kit. That one isn't as nice nor does it lather up as well, but it sure lasted a lot longer and probably cost $2. VERY disappointed for a $55 brush. I may try re-glueing it but not sure what adhesive to use. And why should I need to do this.",0
"This was very very small, complete case size of a  Samsung note 4 very disappointed",0
[[VIDEOID:9fdbdd0813e9818878ebe0aadf281df9]] I absolutely love it. It's a perfect gift for any friend or family. So easy to use. Compact n affordable. I'm in love with it. 🥰🥰🥰 I highly recommend this,1
It’s easy to use and I notice a difference immediately: it’s smooth and nice to use.,1
They came over a week late but they stayed on for 1 day before they all fell off and I used an uv light too.,0
"One problem I ran into is that the pump doesn't work very well.  It sometimes works and other times won't work at all. But I used a q-tip and got use of most of it.<br /><br />I initially didn't notice and difference, but after several days, I did.  I have used it daily for 3 months.",1
